chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'HemMar#1#scaffold_14'	10865000	10918000	840	3.42924281539381e-10	0	6.947907175274384e-10
b'HemMar#1#scaffold_14'	10918000	10971000	814	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	10971000	11024000	1490	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	11024000	11077000	859	3.8829997233249637e-10	3.643353634443891e-11	7.401664083205538e-10
b'HemMar#1#scaffold_14'	11077000	11130000	1378	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	11130000	11183000	1311	5.458494916253513e-10	1.9398305563729386e-10	8.977159276134087e-10
b'HemMar#1#scaffold_14'	11183000	11236000	1121	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	11236000	11289000	1567	5.171683428077246e-10	1.6530190681966717e-10	8.69034778795782e-10
b'HemMar#1#scaffold_14'	11289000	11342000	1021	2.0775210938981897e-10	0	5.596185453778764e-10
b'HemMar#1#scaffold_14'	11342000	11395000	799	6.331757296169607e-10	2.813092936289032e-10	9.85042165605018e-10
b'HemMar#1#scaffold_14'	11395000	11448000	296	3.283113232894431e-10	0	6.801777592775005e-10
b'HemMar#1#scaffold_14'	11448000	11501000	329	3.2426926304086004e-10	0	6.761356990289174e-10
b'HemMar#1#scaffold_14'	11501000	11554000	550	2.9856060891198895e-10	0	6.504270449000464e-10
b'HemMar#1#scaffold_14'	11554000	11607000	426	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	11607000	11660000	746	1.0755822329417185e-12	0	3.529420182209991e-10
b'HemMar#1#scaffold_14'	11660000	11713000	559	3.5190188974874217e-10	3.5453760684712934e-14	7.037683257367996e-10
b'HemMar#1#scaffold_14'	11713000	11766000	563	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	11766000	11819000	930	1.9913116618645538e-10	0	5.509976021745128e-10
b'HemMar#1#scaffold_14'	11819000	11872000	720	1.4604756024867677e-10	0	4.979139962367342e-10
b'HemMar#1#scaffold_14'	11872000	11925000	919	2.851589374163147e-10	0	6.370253734043721e-10
b'HemMar#1#scaffold_14'	11925000	11978000	452	2.612978123130922e-10	0	6.131642483011496e-10
b'HemMar#1#scaffold_14'	11978000	12031000	302	8.272051816032399e-11	0	4.345869541483814e-10
b'HemMar#1#scaffold_14'	12031000	12084000	675	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	12084000	12137000	823	2.8972515135522883e-10	0	6.415915873432862e-10
b'HemMar#1#scaffold_14'	12137000	12190000	1018	1.4397478041550778e-10	0	4.958412164035652e-10
b'HemMar#1#scaffold_14'	12190000	12243000	1214	1.6217822365357558e-10	0	5.14044659641633e-10
b'HemMar#1#scaffold_14'	12243000	12296000	850	6.980284601655706e-11	0	4.2166928200461447e-10
b'HemMar#1#scaffold_14'	12296000	12349000	482	6.858077602942861e-10	3.339413243062287e-10	1.0376741962823435e-09
b'HemMar#1#scaffold_14'	12349000	12402000	501	2.6926834112562726e-10	0	6.211347771136847e-10
b'HemMar#1#scaffold_14'	12402000	12455000	228	3.127537718056805e-10	0	6.646202077937379e-10
b'HemMar#1#scaffold_14'	12455000	12508000	614	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	12508000	12561000	440	3.7681093110370654e-11	0	3.8954752909842806e-10
b'HemMar#1#scaffold_14'	12561000	12614000	502	1.443589307440627e-10	0	4.962253667321201e-10
b'HemMar#1#scaffold_14'	12614000	12667000	460	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	12667000	12720000	406	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	12720000	12773000	287	1.2736570061484585e-10	0	4.792321366029033e-10
b'HemMar#1#scaffold_14'	12773000	12826000	358	5.728598334522096e-10	2.2099339746415218e-10	9.24726269440267e-10
b'HemMar#1#scaffold_14'	12826000	12879000	277	2.5385626183829455e-09	1.3807492842867985e-09	3.6963759524790925e-09
b'HemMar#1#scaffold_14'	12879000	12932000	743	2.694255228140017e-10	0	6.212919588020591e-10
b'HemMar#1#scaffold_14'	12932000	12985000	732	1.6060984243514987e-10	0	5.124762784232073e-10
b'HemMar#1#scaffold_14'	12985000	13038000	604	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	13038000	13091000	461	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	13091000	13144000	844	5.935811899114251e-10	2.417147539233677e-10	9.454476258994826e-10
b'HemMar#1#scaffold_14'	13144000	13197000	726	6.422153945311583e-10	2.9034895854310085e-10	9.940818305192157e-10
b'HemMar#1#scaffold_14'	13197000	13250000	819	6.609374085034126e-10	3.090709725153551e-10	1.01280384449147e-09
b'HemMar#1#scaffold_14'	13250000	13303000	890	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	13303000	13356000	1009	2.0700102538855292e-11	0	3.725665385269127e-10
b'HemMar#1#scaffold_14'	13356000	13409000	750	1.9185270920675012e-10	0	5.437191451948075e-10
b'HemMar#1#scaffold_14'	13409000	13462000	834	1.2022739347434996e-09	8.504074987554422e-10	1.554140370731557e-09
b'HemMar#1#scaffold_14'	13462000	13515000	388	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	13515000	13568000	663	7.722265531833393e-10	4.2036011719528185e-10	1.1240929891713967e-09
b'HemMar#1#scaffold_14'	13568000	13621000	581	3.7282552100365313e-10	2.095908501559567e-11	7.246919569917105e-10
b'HemMar#1#scaffold_14'	13621000	13674000	554	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	13674000	13727000	742	2.2259418357076186e-10	0	5.744606195588193e-10
b'HemMar#1#scaffold_14'	13727000	13780000	274	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	13780000	13833000	158	6.661989152113937e-10	3.1433247922333626e-10	1.0180653511994511e-09
b'HemMar#1#scaffold_14'	13833000	13886000	191	2.2164228954813288e-10	0	5.735087255361903e-10
b'HemMar#1#scaffold_14'	13886000	13939000	233	5.816014543999265e-10	2.2973501841186903e-10	9.334678903879839e-10
b'HemMar#1#scaffold_14'	13939000	13992000	504	8.840439697354092e-11	0	4.402708329615983e-10
b'HemMar#1#scaffold_14'	13992000	14045000	855	3.9098279748898767e-10	3.9116361500930216e-11	7.428492334770451e-10
b'HemMar#1#scaffold_14'	14045000	14098000	1170	1.0134891025261741e-10	0	4.532153462406748e-10
b'HemMar#1#scaffold_14'	14098000	14151000	919	2.955863963905733e-10	0	6.474528323786307e-10
b'HemMar#1#scaffold_14'	14151000	14204000	608	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	14204000	14257000	793	2.7653584692212616e-10	0	6.284022829101836e-10
b'HemMar#1#scaffold_14'	14257000	14310000	804	6.54620078896883e-10	3.0275364290882555e-10	1.0064865148849404e-09
b'HemMar#1#scaffold_14'	14310000	14363000	923	7.799127806906723e-10	4.280463447026148e-10	1.1317792166787297e-09
b'HemMar#1#scaffold_14'	14363000	14416000	714	1.3363450144873557e-10	0	4.85500937436793e-10
b'HemMar#1#scaffold_14'	14416000	14469000	830	5.206493542930352e-11	0	4.039313714173609e-10
b'HemMar#1#scaffold_14'	14469000	14522000	1228	7.75669304562724e-10	4.238028685746665e-10	1.1275357405507814e-09
b'HemMar#1#scaffold_14'	14522000	14575000	1302	6.116321755009333e-10	2.5976573951287584e-10	9.634986114889907e-10
b'HemMar#1#scaffold_14'	14575000	14628000	1278	4.580441930507315e-10	1.0617775706267403e-10	8.099106290387889e-10
b'HemMar#1#scaffold_14'	14628000	14681000	337	1.7454901915351274e-11	0	3.693213379034087e-10
b'HemMar#1#scaffold_14'	14681000	14734000	1314	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	14734000	14787000	1308	1.3028021845133244e-10	0	4.821466544393898e-10
b'HemMar#1#scaffold_14'	14787000	14840000	1344	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	14840000	14893000	1723	1.6710797392912663e-10	0	5.18974409917184e-10
b'HemMar#1#scaffold_14'	14893000	14946000	719	2.409769255926997e-10	0	5.928433615807571e-10
b'HemMar#1#scaffold_14'	14946000	14999000	710	5.471902600163496e-10	1.9532382402829215e-10	8.99056696004407e-10
b'HemMar#1#scaffold_14'	14999000	15052000	1116	1.0301508599873416e-09	6.782844239992842e-10	1.382017295975399e-09
b'HemMar#1#scaffold_14'	15052000	15105000	1244	3.278011269894732e-10	0	6.796675629775306e-10
b'HemMar#1#scaffold_14'	15105000	15158000	942	4.6081269511113243e-10	1.0894625912307498e-10	8.126791310991898e-10
b'HemMar#1#scaffold_14'	15158000	15211000	1150	1.1257194047746076e-10	0	4.6443837646551817e-10
b'HemMar#1#scaffold_14'	15211000	15264000	1493	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	15264000	15317000	796	6.39856204431209e-11	0	4.158520564311783e-10
b'HemMar#1#scaffold_14'	15317000	15370000	1487	8.058825837130839e-11	0	4.324546943593658e-10
b'HemMar#1#scaffold_14'	15370000	15423000	1073	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	15423000	15476000	1183	1.808469848133756e-10	0	5.32713420801433e-10
b'HemMar#1#scaffold_14'	15476000	15529000	838	4.103562994974835e-10	5.848986350942606e-11	7.622227354855409e-10
b'HemMar#1#scaffold_14'	15529000	15582000	827	2.8710824802705814e-10	0	6.389746840151155e-10
b'HemMar#1#scaffold_14'	15582000	15635000	430	1.9942598921669897e-10	0	5.512924252047564e-10
b'HemMar#1#scaffold_14'	15635000	15688000	104	8.84059069806479e-10	5.321926338184216e-10	1.2359255057945364e-09
b'HemMar#1#scaffold_14'	15688000	15741000	267	6.659736644038733e-10	3.1410722841581583e-10	1.0178401003919307e-09
b'HemMar#1#scaffold_14'	15741000	15794000	292	3.878995025936729e-10	3.6033066605615455e-11	7.397659385817303e-10
b'HemMar#1#scaffold_14'	15794000	15847000	351	2.4699256083834675e-10	0	5.988589968264042e-10
b'HemMar#1#scaffold_14'	15847000	15900000	563	5.232078129815269e-10	1.7134137699346942e-10	8.750742489695843e-10
b'HemMar#1#scaffold_14'	15900000	15953000	613	1.5873031877621162e-10	0	5.10596754764269e-10
b'HemMar#1#scaffold_14'	15953000	16006000	528	4.5986230419208063e-10	1.0799586820402318e-10	8.11728740180138e-10
b'HemMar#1#scaffold_14'	16006000	16059000	345	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	16059000	16112000	248	6.721898566125553e-10	3.2032342062449786e-10	1.0240562926006127e-09
b'HemMar#1#scaffold_14'	16112000	16165000	335	8.544324688386975e-10	5.025660328506401e-10	1.206298904826755e-09
b'HemMar#1#scaffold_14'	16165000	16218000	114	6.846338364003739e-10	3.327674004123165e-10	1.0365002723884313e-09
b'HemMar#1#scaffold_14'	16218000	16271000	384	4.95147231212264e-10	1.432807952242065e-10	8.470136672003214e-10
b'HemMar#1#scaffold_14'	16271000	16324000	305	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	16324000	16377000	667	2.2357381597427444e-11	0	3.7422381758548485e-10
b'HemMar#1#scaffold_14'	16377000	16430000	474	2.3094975995742758e-11	0	3.7496141198380016e-10
b'HemMar#1#scaffold_14'	16430000	16483000	373	1.5952395746505388e-10	0	5.113903934531113e-10
b'HemMar#1#scaffold_14'	16483000	16536000	337	8.91174117954418e-10	5.393076819663606e-10	1.2430405539424754e-09
b'HemMar#1#scaffold_14'	16536000	16589000	552	7.338731859037789e-11	0	4.252537545784353e-10
b'HemMar#1#scaffold_14'	16589000	16642000	591	4.699878540763743e-10	1.1812141808831681e-10	8.218542900644317e-10
b'HemMar#1#scaffold_14'	16642000	16695000	246	3.632172534790512e-10	1.135081749099375e-11	7.150836894671086e-10
b'HemMar#1#scaffold_14'	16695000	16748000	337	1.2321842311584824e-10	0	4.750848591039056e-10
b'HemMar#1#scaffold_14'	16748000	16801000	340	8.204789694944247e-10	4.686125335063673e-10	1.1723454054824821e-09
b'HemMar#1#scaffold_14'	16801000	16854000	586	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	16854000	16907000	145	4.739255559908726e-10	1.2205912000281515e-10	8.2579199197893e-10
b'HemMar#1#scaffold_14'	16907000	16960000	385	2.6823699734248104e-10	0	6.201034333305384e-10
b'HemMar#1#scaffold_14'	16960000	17013000	202	7.63257319408195e-10	4.113908834201376e-10	1.1151237553962524e-09
b'HemMar#1#scaffold_14'	17013000	17066000	355	1.9997676931325754e-10	0	5.51843205301315e-10
b'HemMar#1#scaffold_14'	17066000	17119000	315	4.4252099822016555e-10	9.06545622321081e-11	7.94387434208223e-10
b'HemMar#1#scaffold_14'	17119000	17172000	368	5.905290307330698e-10	2.386625947450124e-10	9.423954667211272e-10
b'HemMar#1#scaffold_14'	17172000	17225000	417	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	17225000	17278000	1229	1.9463320786591175e-09	7.885187445629705e-10	3.1041454127552645e-09
b'HemMar#1#scaffold_14'	17278000	17331000	326	9.728914175825953e-10	6.210249815945379e-10	1.3247578535706527e-09
b'HemMar#1#scaffold_14'	17331000	17384000	940	3.5173805145881083e-10	0	7.036044874468682e-10
b'HemMar#1#scaffold_14'	17384000	17437000	976	2.6193018946099253e-10	0	6.137966254490499e-10
b'HemMar#1#scaffold_14'	17437000	17490000	965	3.5929694462023366e-10	7.430508632176198e-12	7.111633806082911e-10
b'HemMar#1#scaffold_14'	17490000	17543000	416	8.966460591632283e-10	5.447796231751708e-10	1.2485124951512857e-09
b'HemMar#1#scaffold_14'	17543000	17596000	543	6.099465905327182e-11	0	4.1286109504132923e-10
b'HemMar#1#scaffold_14'	17596000	17649000	530	2.5878698515166626e-10	0	6.106534211397237e-10
b'HemMar#1#scaffold_14'	17649000	17702000	496	2.513163456431421e-10	0	6.031827816311995e-10
b'HemMar#1#scaffold_14'	17702000	17755000	703	5.969672528130355e-10	2.4510081682497805e-10	9.48833688801093e-10
b'HemMar#1#scaffold_14'	17755000	17808000	680	1.2635132733274513e-09	9.116468373393939e-10	1.6153797093155087e-09
b'HemMar#1#scaffold_14'	17808000	17861000	667	3.4324766353759417e-10	0	6.951140995256516e-10
b'HemMar#1#scaffold_14'	17861000	17914000	520	6.986202151876381e-10	3.4675377919958065e-10	1.0504866511756955e-09
b'HemMar#1#scaffold_14'	17914000	17967000	384	7.914971999613274e-10	4.3963076397326993e-10	1.1433636359493848e-09
b'HemMar#1#scaffold_14'	17967000	18020000	313	7.664340214543882e-10	4.145675854663307e-10	1.1183004574424456e-09
b'HemMar#1#scaffold_14'	18020000	18073000	674	9.9479593128627e-10	6.429294952982126e-10	1.3466623672743274e-09
b'HemMar#1#scaffold_14'	18073000	18126000	739	4.201123006308307e-10	6.824586464277325e-11	7.719787366188881e-10
b'HemMar#1#scaffold_14'	18126000	18179000	331	3.1689074230871953e-10	0	6.687571782967769e-10
b'HemMar#1#scaffold_14'	18179000	18232000	379	1.4584249397490943e-10	0	4.977089299629668e-10
b'HemMar#1#scaffold_14'	18232000	18285000	279	4.2543633183105954e-11	0	3.9441006917116336e-10
b'HemMar#1#scaffold_14'	18285000	18338000	213	1.666341051733397e-11	0	3.6852984650539137e-10
b'HemMar#1#scaffold_14'	18338000	18391000	103	7.059304520715506e-10	3.5406401608349314e-10	1.057796888059608e-09
b'HemMar#1#scaffold_14'	18391000	18444000	126	3.610240106306114e-10	9.157574642553957e-12	7.128904466186688e-10
b'HemMar#1#scaffold_14'	18444000	18497000	235	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	18497000	18550000	149	6.91287646479148e-10	3.3942121049109053e-10	1.0431540824672054e-09
b'HemMar#1#scaffold_14'	18550000	18603000	158	2.2125526582937754e-09	1.0547393241976284e-09	3.3703659923899224e-09
b'HemMar#1#scaffold_14'	18603000	18656000	714	9.594337017963941e-10	6.075672658083367e-10	1.3113001377844515e-09
b'HemMar#1#scaffold_14'	18656000	18709000	950	5.244309098353267e-10	1.7256447384726922e-10	8.762973458233841e-10
b'HemMar#1#scaffold_14'	18709000	18762000	716	7.482649348695166e-10	3.9639849888145917e-10	1.100131370857574e-09
b'HemMar#1#scaffold_14'	18762000	18815000	976	2.9071934700710607e-10	0	6.425857829951635e-10
b'HemMar#1#scaffold_14'	18815000	18868000	624	9.231399775467247e-10	5.712735415586673e-10	1.275006413534782e-09
b'HemMar#1#scaffold_14'	18868000	18921000	1105	8.074573684747382e-10	4.5559093248668073e-10	1.1593238044627956e-09
b'HemMar#1#scaffold_14'	18921000	18974000	842	6.014484340352878e-10	2.495819980472303e-10	9.533148700233452e-10
b'HemMar#1#scaffold_14'	18974000	19027000	823	4.214887140495204e-10	6.962227806146293e-11	7.733551500375778e-10
b'HemMar#1#scaffold_14'	19027000	19080000	1006	1.6119197297774994e-10	0	5.130584089658073e-10
b'HemMar#1#scaffold_14'	19080000	19133000	709	5.831511541881767e-10	2.3128471820011923e-10	9.35017590176234e-10
b'HemMar#1#scaffold_14'	19133000	19186000	535	2.037402762390994e-09	8.79589428294847e-10	3.195216096487141e-09
b'HemMar#1#scaffold_14'	19186000	19239000	1027	6.753173856988608e-10	3.234509497108034e-10	1.0271838216869182e-09
b'HemMar#1#scaffold_14'	19239000	19292000	735	1.0328729805659268e-09	6.810065445778694e-10	1.3847394165539842e-09
b'HemMar#1#scaffold_14'	19292000	19345000	358	3.2266308950391757e-10	0	6.74529525491975e-10
b'HemMar#1#scaffold_14'	19345000	19398000	158	9.117608392789193e-10	5.598944032908619e-10	1.2636272752669767e-09
b'HemMar#1#scaffold_14'	19398000	19451000	274	1.33384986254895e-10	0	4.852514222429524e-10
b'HemMar#1#scaffold_14'	19451000	19504000	79	6.638353922005482e-10	3.119689562124907e-10	1.0157018281886056e-09
b'HemMar#1#scaffold_14'	19557000	19610000	104	6.085203216376485e-10	2.5665388564959106e-10	9.60386757625706e-10
b'HemMar#1#scaffold_14'	19610000	19663000	76	7.232541502587024e-10	3.71387714270645e-10	1.0751205862467598e-09
b'HemMar#1#scaffold_14'	19663000	19716000	218	1.9212022267720684e-09	7.633888926759214e-10	3.0790155608682154e-09
b'HemMar#1#scaffold_14'	19716000	19769000	357	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_14'	19769000	19822000	240	1.6938968515954754e-10	0	5.212561211476049e-10
b'HemMar#1#scaffold_15'	123000	164000	80	5.201152847356654e-10	1.6824884874760793e-10	8.719817207237228e-10
b'HemMar#1#scaffold_15'	205000	246000	307	1.6297680111131467e-10	0	5.148432370993721e-10
b'HemMar#1#scaffold_15'	246000	287000	208	1.8657814235398395e-11	0	3.705242502234558e-10
b'HemMar#1#scaffold_15'	287000	328000	368	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	328000	369000	188	3.1435479184464326e-10	0	6.662212278327007e-10
b'HemMar#1#scaffold_15'	369000	410000	321	5.336651192982502e-10	1.8179868331019276e-10	8.855315552863076e-10
b'HemMar#1#scaffold_15'	410000	451000	133	9.249753743792134e-10	5.73108938391156e-10	1.2768418103672708e-09
b'HemMar#1#scaffold_15'	451000	492000	277	4.2428190995440636e-10	7.24154739663489e-11	7.761483459424638e-10
b'HemMar#1#scaffold_15'	492000	533000	205	8.841844715906466e-10	5.323180356025892e-10	1.236050907578704e-09
b'HemMar#1#scaffold_15'	533000	574000	308	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	574000	615000	91	5.945659374836736e-10	2.4269950149561616e-10	9.46432373471731e-10
b'HemMar#1#scaffold_15'	615000	656000	141	4.894332903274998e-10	1.3756685433944238e-10	8.412997263155572e-10
b'HemMar#1#scaffold_15'	656000	697000	162	6.001931278191162e-10	2.483266918310588e-10	9.520595638071737e-10
b'HemMar#1#scaffold_15'	697000	738000	116	6.906026607060404e-10	3.387362247179829e-10	1.0424690966940978e-09
b'HemMar#1#scaffold_15'	738000	779000	283	2.2934676902747644e-10	0	5.812132050155338e-10
b'HemMar#1#scaffold_15'	779000	820000	128	7.079257147059444e-10	3.5605927871788696e-10	1.0597921506940018e-09
b'HemMar#1#scaffold_15'	820000	861000	173	5.182525099451606e-10	1.6638607395710311e-10	8.70118945933218e-10
b'HemMar#1#scaffold_15'	861000	902000	484	6.761206871964147e-10	3.242542512083573e-10	1.0279871231844721e-09
b'HemMar#1#scaffold_15'	902000	943000	777	1.7215260426380387e-10	0	5.240190402518613e-10
b'HemMar#1#scaffold_15'	943000	984000	224	1.417458925393766e-10	0	4.93612328527434e-10
b'HemMar#1#scaffold_15'	984000	1025000	146	6.057120946969896e-10	2.538456587089321e-10	9.57578530685047e-10
b'HemMar#1#scaffold_15'	1025000	1066000	201	2.7382768373390205e-10	0	6.256941197219595e-10
b'HemMar#1#scaffold_15'	1066000	1107000	207	3.881348456680699e-10	3.626840968001244e-11	7.400012816561273e-10
b'HemMar#1#scaffold_15'	1107000	1148000	373	6.501352856094745e-11	0	4.1687996454900486e-10
b'HemMar#1#scaffold_15'	1148000	1189000	88	9.114328406054328e-10	5.595664046173754e-10	1.2632992765934902e-09
b'HemMar#1#scaffold_15'	1189000	1230000	345	1.9306850527174568e-10	0	5.449349412598031e-10
b'HemMar#1#scaffold_15'	1230000	1271000	521	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	1271000	1312000	805	1.79577935935925e-10	0	5.314443719239824e-10
b'HemMar#1#scaffold_15'	1312000	1353000	424	1.2652117803698594e-09	9.13345344381802e-10	1.6170782163579168e-09
b'HemMar#1#scaffold_15'	1353000	1394000	815	4.175701230233629e-10	6.570368703530542e-11	7.694365590114203e-10
b'HemMar#1#scaffold_15'	1394000	1435000	628	5.390936852323995e-10	1.8722724924434206e-10	8.909601212204569e-10
b'HemMar#1#scaffold_15'	1435000	1476000	432	3.9676867261638234e-10	4.490223662832489e-11	7.486351086044397e-10
b'HemMar#1#scaffold_15'	1476000	1517000	348	1.1437109794435653e-09	7.918445434555079e-10	1.4955774154316227e-09
b'HemMar#1#scaffold_15'	1517000	1558000	377	3.2878716293621637e-10	0	6.806535989242738e-10
b'HemMar#1#scaffold_15'	1558000	1599000	270	3.9363448692851994e-10	4.176805094046248e-11	7.455009229165773e-10
b'HemMar#1#scaffold_15'	1599000	1640000	209	1.8989510329647317e-09	7.411376988685847e-10	3.0567643670608787e-09
b'HemMar#1#scaffold_15'	1640000	1681000	208	9.366745663444535e-10	5.848081303563961e-10	1.2885410023325109e-09
b'HemMar#1#scaffold_15'	1681000	1722000	668	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	1722000	1763000	187	3.838763385043482e-10	3.200990251629076e-11	7.357427744924056e-10
b'HemMar#1#scaffold_15'	1763000	1804000	279	1.7063747585783279e-10	0	5.225039118458902e-10
b'HemMar#1#scaffold_15'	1804000	1845000	501	7.560568474146762e-11	0	4.27472120729525e-10
b'HemMar#1#scaffold_15'	1845000	1886000	514	4.9732887869025e-10	1.4546244270219257e-10	8.491953146783074e-10
b'HemMar#1#scaffold_15'	1886000	1927000	260	9.63923188417568e-11	0	4.482587548298142e-10
b'HemMar#1#scaffold_15'	1927000	1968000	721	3.3073024640356824e-10	0	6.825966823916256e-10
b'HemMar#1#scaffold_15'	1968000	2009000	569	7.402364292047125e-10	3.8836999321665506e-10	1.09210286519277e-09
b'HemMar#1#scaffold_15'	2009000	2050000	469	3.708315467437536e-10	1.896511075569615e-11	7.22697982731811e-10
b'HemMar#1#scaffold_15'	2050000	2091000	571	2.0929515257651271e-10	0	5.611615885645701e-10
b'HemMar#1#scaffold_15'	2091000	2132000	558	1.7989251404175678e-10	0	5.317589500298142e-10
b'HemMar#1#scaffold_15'	2132000	2173000	776	1.0069591911279905e-10	0	4.5256235510085646e-10
b'HemMar#1#scaffold_15'	2173000	2214000	418	1.7019431336084204e-11	0	3.688858673241416e-10
b'HemMar#1#scaffold_15'	2214000	2255000	825	2.2258516494929757e-10	0	5.74451600937355e-10
b'HemMar#1#scaffold_15'	2255000	2296000	677	8.250692330905765e-10	4.732027971025191e-10	1.176935669078634e-09
b'HemMar#1#scaffold_15'	2296000	2337000	804	1.799219319260562e-10	0	5.317883679141136e-10
b'HemMar#1#scaffold_15'	2337000	2378000	824	8.836114670340516e-10	5.317450310459942e-10	1.235477903022109e-09
b'HemMar#1#scaffold_15'	2378000	2419000	734	5.561672240384634e-10	2.0430078805040598e-10	9.080336600265208e-10
b'HemMar#1#scaffold_15'	2419000	2460000	458	2.53676432988668e-10	0	6.055428689767254e-10
b'HemMar#1#scaffold_15'	2460000	2501000	582	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	2501000	2542000	558	7.20060269885911e-10	3.681938338978535e-10	1.0719267058739684e-09
b'HemMar#1#scaffold_15'	2542000	2583000	423	1.870847934837138e-09	7.130346007409911e-10	3.028661268933285e-09
b'HemMar#1#scaffold_15'	2583000	2624000	631	1.4932518496363496e-10	0	5.011916209516924e-10
b'HemMar#1#scaffold_15'	2624000	2665000	215	7.724990443890053e-10	4.206326084009478e-10	1.1243654803770627e-09
b'HemMar#1#scaffold_15'	2665000	2706000	162	2.2717548620722494e-09	1.1139415279761024e-09	3.4295681961683964e-09
b'HemMar#1#scaffold_15'	2706000	2747000	96	4.583521145550064e-10	1.0648567856694893e-10	8.102185505430638e-10
b'HemMar#1#scaffold_15'	2747000	2788000	454	4.0320023809479113e-10	5.1333802106733676e-11	7.550666740828485e-10
b'HemMar#1#scaffold_15'	2788000	2829000	365	1.0782731504744445e-09	7.264067144863871e-10	1.430139586462502e-09
b'HemMar#1#scaffold_15'	2829000	2870000	432	2.2311509883145216e-09	1.0733376542183746e-09	3.3889643224106687e-09
b'HemMar#1#scaffold_15'	2870000	2911000	213	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	2911000	2952000	267	8.104152615858853e-10	4.5854882559782785e-10	1.1622816975739427e-09
b'HemMar#1#scaffold_15'	2952000	2993000	325	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	2993000	3034000	224	6.856175103272097e-10	3.3375107433915227e-10	1.0374839463152671e-09
b'HemMar#1#scaffold_15'	3034000	3075000	183	6.7557892572132e-10	3.2371248973326257e-10	1.0274453617093774e-09
b'HemMar#1#scaffold_15'	3075000	3116000	246	3.5476959664524814e-10	2.9031606571906793e-12	7.066360326333055e-10
b'HemMar#1#scaffold_15'	3116000	3157000	208	2.020891491687401e-09	8.630781575912541e-10	3.178704825783548e-09
b'HemMar#1#scaffold_15'	3157000	3198000	730	1.850599694116118e-10	0	5.369264053996692e-10
b'HemMar#1#scaffold_15'	3198000	3239000	658	7.884242120619716e-10	4.3655777607391417e-10	1.140290648050029e-09
b'HemMar#1#scaffold_15'	3239000	3280000	456	1.9983286186168466e-09	8.405152845206996e-10	3.1561419527129936e-09
b'HemMar#1#scaffold_15'	3280000	3321000	306	8.372351770458307e-11	0	4.3558995369264047e-10
b'HemMar#1#scaffold_15'	3321000	3362000	540	2.8511835361972606e-10	0	6.369847896077835e-10
b'HemMar#1#scaffold_15'	3362000	3403000	365	1.8394074099451162e-09	6.815940758489691e-10	2.9972207440412634e-09
b'HemMar#1#scaffold_15'	3403000	3444000	540	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_15'	3444000	3485000	892	5.53677225598038e-10	2.0181078960998052e-10	9.055436615860954e-10
b'HemMar#1#scaffold_15'	3485000	3526000	347	4.059573595138204e-10	5.409092352576294e-11	7.578237955018778e-10
b'HemMar#1#scaffold_15'	3526000	3567000	317	5.598219130222548e-10	2.0795547703419732e-10	9.116883490103122e-10
b'HemMar#1#scaffold_15'	3567000	3608000	498	7.073369658910313e-11	0	4.2260013257716053e-10
b'HemMar#1#scaffold_15'	3608000	3649000	704	7.34619116407064e-10	3.827526804190065e-10	1.0864855523951214e-09
b'HemMar#1#scaffold_15'	3649000	3690000	479	3.290072602457575e-10	0	6.808736962338149e-10
